,ticker
CB_segment_34,CB
CB_segment_35,CB
CB_segment_36,CB
CB_segment_37,CB
CB_segment_38,CB
CB_segment_39,CB
CB_segment_40,CB
CB_segment_41,CB
CB_segment_42,CB
CB_segment_43,CB
CB_segment_44,CB
CB_segment_45,CB
CB_segment_46,CB
CB_segment_47,CB
CB_segment_48,CB
CB_segment_49,CB
CB_segment_50,CB
CB_segment_51,CB
CB_segment_52,CB
CB_segment_53,CB
CB_segment_54,CB
CB_segment_55,CB
CB_segment_56,CB
CB_segment_57,CB
CB_segment_58,CB
CB_segment_59,CB
CB_segment_60,CB
CB_segment_61,CB
CB_segment_62,CB
CB_segment_63,CB
CHD_segment_1,CHD
CHD_segment_2,CHD
CHD_segment_3,CHD
CHD_segment_4,CHD
CHD_segment_5,CHD
CHD_segment_6,CHD
CHD_segment_7,CHD
CHD_segment_8,CHD
CHD_segment_9,CHD
CHD_segment_10,CHD
CHD_segment_11,CHD
CHD_segment_12,CHD
CHD_segment_13,CHD
CHD_segment_14,CHD
CHD_segment_15,CHD
CHD_segment_16,CHD
CHD_segment_17,CHD
CHD_segment_18,CHD
CHD_segment_19,CHD
CHD_segment_20,CHD
CHD_segment_21,CHD
CHD_segment_22,CHD
CHD_segment_23,CHD
CHD_segment_24,CHD
CHD_segment_25,CHD
CHD_segment_26,CHD
CHD_segment_27,CHD
CHD_segment_28,CHD
CHD_segment_29,CHD
CHD_segment_30,CHD
CHD_segment_31,CHD
CHD_segment_32,CHD
CHD_segment_33,CHD
CHD_segment_34,CHD
CHD_segment_35,CHD
CHD_segment_36,CHD
CHD_segment_37,CHD
CHD_segment_38,CHD
CHD_segment_39,CHD
CHD_segment_40,CHD
CHD_segment_41,CHD
CHD_segment_42,CHD
CHD_segment_43,CHD
CHD_segment_44,CHD
CHD_segment_45,CHD
CHD_segment_46,CHD
CHD_segment_47,CHD
CHD_segment_48,CHD
CHD_segment_49,CHD
CHD_segment_50,CHD
CHD_segment_51,CHD
CHD_segment_52,CHD
CHD_segment_53,CHD
CHD_segment_54,CHD
CHD_segment_55,CHD
CHD_segment_56,CHD
CHD_segment_57,CHD
CHD_segment_58,CHD
CHD_segment_59,CHD
CHD_segment_60,CHD
CHD_segment_61,CHD
CHD_segment_62,CHD
CHD_segment_63,CHD
CI_segment_1,CI
CI_segment_2,CI
CI_segment_3,CI
CI_segment_4,CI
CI_segment_5,CI
CI_segment_6,CI
CI_segment_7,CI
CI_segment_8,CI
CI_segment_9,CI
CI_segment_10,CI
CI_segment_11,CI
CI_segment_12,CI
CI_segment_13,CI
CI_segment_14,CI
CI_segment_15,CI
CI_segment_16,CI
CI_segment_17,CI
CI_segment_18,CI
CI_segment_19,CI
CI_segment_20,CI
CI_segment_21,CI
CI_segment_22,CI
CI_segment_23,CI
CI_segment_24,CI
CI_segment_25,CI
CI_segment_26,CI
CI_segment_27,CI
CI_segment_28,CI
CI_segment_29,CI
CI_segment_30,CI
CI_segment_31,CI
CI_segment_32,CI
CI_segment_33,CI
CI_segment_34,CI
CI_segment_35,CI
CI_segment_36,CI
CI_segment_37,CI
CI_segment_38,CI
CI_segment_39,CI
CI_segment_40,CI
CI_segment_41,CI
CI_segment_42,CI
CI_segment_43,CI
CI_segment_44,CI
CI_segment_45,CI
CI_segment_46,CI
CI_segment_47,CI
CI_segment_48,CI
CI_segment_49,CI
CI_segment_50,CI
CI_segment_51,CI
CI_segment_52,CI
CI_segment_53,CI
CI_segment_54,CI
CI_segment_55,CI
CI_segment_56,CI
CI_segment_57,CI
CI_segment_58,CI
CI_segment_59,CI
CI_segment_60,CI
CI_segment_61,CI
CI_segment_62,CI
CI_segment_63,CI
CINF_segment_1,CINF
CINF_segment_2,CINF
CINF_segment_3,CINF
CINF_segment_4,CINF
CINF_segment_5,CINF
CINF_segment_6,CINF
CINF_segment_7,CINF
CINF_segment_8,CINF
CINF_segment_9,CINF
CINF_segment_10,CINF
CINF_segment_11,CINF
CINF_segment_12,CINF
CINF_segment_13,CINF
CINF_segment_14,CINF
CINF_segment_15,CINF
CINF_segment_16,CINF
CINF_segment_17,CINF
CINF_segment_18,CINF
CINF_segment_19,CINF
CINF_segment_20,CINF
CINF_segment_21,CINF
CINF_segment_22,CINF
CINF_segment_23,CINF
CINF_segment_24,CINF
CINF_segment_25,CINF
CINF_segment_26,CINF
CINF_segment_27,CINF
CINF_segment_28,CINF
CINF_segment_29,CINF
CINF_segment_30,CINF
CINF_segment_31,CINF
CINF_segment_32,CINF
CINF_segment_33,CINF
CINF_segment_34,CINF
CINF_segment_35,CINF
CINF_segment_36,CINF
CINF_segment_37,CINF
CINF_segment_38,CINF
CINF_segment_39,CINF
CINF_segment_40,CINF
CINF_segment_41,CINF
CINF_segment_42,CINF
CINF_segment_43,CINF
CINF_segment_44,CINF
CINF_segment_45,CINF
CINF_segment_46,CINF
CINF_segment_47,CINF
CINF_segment_48,CINF
CINF_segment_49,CINF
CINF_segment_50,CINF
CINF_segment_51,CINF
CINF_segment_52,CINF
CINF_segment_53,CINF
CINF_segment_54,CINF
CINF_segment_55,CINF
CINF_segment_56,CINF
CINF_segment_57,CINF
CINF_segment_58,CINF
CINF_segment_59,CINF
CINF_segment_60,CINF
CINF_segment_61,CINF
CINF_segment_62,CINF
CINF_segment_63,CINF
CTAS_segment_1,CTAS
CTAS_segment_2,CTAS
CTAS_segment_3,CTAS
CTAS_segment_4,CTAS
CTAS_segment_5,CTAS
CTAS_segment_6,CTAS
CTAS_segment_7,CTAS
CTAS_segment_8,CTAS
CTAS_segment_9,CTAS
CTAS_segment_10,CTAS
CTAS_segment_11,CTAS
CTAS_segment_12,CTAS
CTAS_segment_13,CTAS
CTAS_segment_14,CTAS
CTAS_segment_15,CTAS
CTAS_segment_16,CTAS
CTAS_segment_17,CTAS
CTAS_segment_18,CTAS
CTAS_segment_19,CTAS
CTAS_segment_20,CTAS
CTAS_segment_21,CTAS
CTAS_segment_22,CTAS
CTAS_segment_23,CTAS
CTAS_segment_24,CTAS
CTAS_segment_25,CTAS
CTAS_segment_26,CTAS
CTAS_segment_27,CTAS
CTAS_segment_28,CTAS
CTAS_segment_29,CTAS
CTAS_segment_30,CTAS
CTAS_segment_31,CTAS
CTAS_segment_32,CTAS
CTAS_segment_33,CTAS
CTAS_segment_34,CTAS
CTAS_segment_35,CTAS
CTAS_segment_36,CTAS
CTAS_segment_37,CTAS
CTAS_segment_38,CTAS
CTAS_segment_39,CTAS
CTAS_segment_40,CTAS
CTAS_segment_41,CTAS
CTAS_segment_42,CTAS
CTAS_segment_43,CTAS
CTAS_segment_44,CTAS
CTAS_segment_45,CTAS
CTAS_segment_46,CTAS
CTAS_segment_47,CTAS
CTAS_segment_48,CTAS
CTAS_segment_49,CTAS
CTAS_segment_50,CTAS
CTAS_segment_51,CTAS
CTAS_segment_52,CTAS
CTAS_segment_53,CTAS
CTAS_segment_54,CTAS
CTAS_segment_55,CTAS
CTAS_segment_56,CTAS
CTAS_segment_57,CTAS
CTAS_segment_58,CTAS
CTAS_segment_59,CTAS
CTAS_segment_60,CTAS
CTAS_segment_61,CTAS
CTAS_segment_62,CTAS
CTAS_segment_63,CTAS
CSCO_segment_1,CSCO
CSCO_segment_2,CSCO
CSCO_segment_3,CSCO
CSCO_segment_4,CSCO
CSCO_segment_5,CSCO
CSCO_segment_6,CSCO
CSCO_segment_7,CSCO
CSCO_segment_8,CSCO
CSCO_segment_9,CSCO
CSCO_segment_10,CSCO
CSCO_segment_11,CSCO
CSCO_segment_12,CSCO
CSCO_segment_13,CSCO
CSCO_segment_14,CSCO
CSCO_segment_15,CSCO
CSCO_segment_16,CSCO
CSCO_segment_17,CSCO
CSCO_segment_18,CSCO
CSCO_segment_19,CSCO
CSCO_segment_20,CSCO
CSCO_segment_21,CSCO
CSCO_segment_22,CSCO
CSCO_segment_23,CSCO
CSCO_segment_24,CSCO
CSCO_segment_25,CSCO
CSCO_segment_26,CSCO
CSCO_segment_27,CSCO
CSCO_segment_28,CSCO
CSCO_segment_29,CSCO
CSCO_segment_30,CSCO
CSCO_segment_31,CSCO
CSCO_segment_32,CSCO
CSCO_segment_33,CSCO
CSCO_segment_34,CSCO
CSCO_segment_35,CSCO
CSCO_segment_36,CSCO
CSCO_segment_37,CSCO
CSCO_segment_38,CSCO
CSCO_segment_39,CSCO
CSCO_segment_40,CSCO
CSCO_segment_41,CSCO
CSCO_segment_42,CSCO
CSCO_segment_43,CSCO
CSCO_segment_44,CSCO
CSCO_segment_45,CSCO
CSCO_segment_46,CSCO
CSCO_segment_47,CSCO
CSCO_segment_48,CSCO
CSCO_segment_49,CSCO
CSCO_segment_50,CSCO
CSCO_segment_51,CSCO
CSCO_segment_52,CSCO
CSCO_segment_53,CSCO
CSCO_segment_54,CSCO
CSCO_segment_55,CSCO
CSCO_segment_56,CSCO
CSCO_segment_57,CSCO
CSCO_segment_58,CSCO
CSCO_segment_59,CSCO
CSCO_segment_60,CSCO
CSCO_segment_61,CSCO
CSCO_segment_62,CSCO
CSCO_segment_63,CSCO
C_segment_1,C
C_segment_2,C
C_segment_3,C
C_segment_4,C
C_segment_5,C
C_segment_6,C
C_segment_7,C
C_segment_8,C
C_segment_9,C
C_segment_10,C
C_segment_11,C
C_segment_12,C
C_segment_13,C
C_segment_14,C
C_segment_15,C
C_segment_16,C
C_segment_17,C
C_segment_18,C
C_segment_19,C
C_segment_20,C
C_segment_21,C
C_segment_22,C
C_segment_23,C
C_segment_24,C
C_segment_25,C
C_segment_26,C
C_segment_27,C
C_segment_28,C
C_segment_29,C
C_segment_30,C
C_segment_31,C
C_segment_32,C
C_segment_33,C
C_segment_34,C
C_segment_35,C
C_segment_36,C
C_segment_37,C
C_segment_38,C
C_segment_39,C
C_segment_40,C
C_segment_41,C
C_segment_42,C
C_segment_43,C
C_segment_44,C
C_segment_45,C
C_segment_46,C
C_segment_47,C
C_segment_48,C
C_segment_49,C
C_segment_50,C
C_segment_51,C
C_segment_52,C
C_segment_53,C
C_segment_54,C
C_segment_55,C
C_segment_56,C
C_segment_57,C
C_segment_58,C
C_segment_59,C
C_segment_60,C
C_segment_61,C
C_segment_62,C
C_segment_63,C
CFG_segment_1,CFG
CFG_segment_2,CFG
CFG_segment_3,CFG
CFG_segment_4,CFG
CFG_segment_5,CFG
CFG_segment_6,CFG
CFG_segment_7,CFG
CFG_segment_8,CFG
CFG_segment_9,CFG
CFG_segment_10,CFG
CFG_segment_11,CFG
CFG_segment_12,CFG
CFG_segment_13,CFG
CFG_segment_14,CFG
CFG_segment_15,CFG
CFG_segment_16,CFG
CFG_segment_17,CFG
CLX_segment_1,CLX
CLX_segment_2,CLX
CLX_segment_3,CLX
CLX_segment_4,CLX
CLX_segment_5,CLX
CLX_segment_6,CLX
CLX_segment_7,CLX
CLX_segment_8,CLX
CLX_segment_9,CLX
CLX_segment_10,CLX
CLX_segment_11,CLX
CLX_segment_12,CLX
CLX_segment_13,CLX
CLX_segment_14,CLX
CLX_segment_15,CLX
CLX_segment_16,CLX
CLX_segment_17,CLX
CLX_segment_18,CLX
CLX_segment_19,CLX
CLX_segment_20,CLX
CLX_segment_21,CLX
CLX_segment_22,CLX
CLX_segment_23,CLX
CLX_segment_24,CLX
CLX_segment_25,CLX
CLX_segment_26,CLX
CLX_segment_27,CLX
CLX_segment_28,CLX
CLX_segment_29,CLX
CLX_segment_30,CLX
CLX_segment_31,CLX
CLX_segment_32,CLX
CLX_segment_33,CLX
CLX_segment_34,CLX
CLX_segment_35,CLX
CLX_segment_36,CLX
CLX_segment_37,CLX
CLX_segment_38,CLX
CLX_segment_39,CLX
CLX_segment_40,CLX
CLX_segment_41,CLX
CLX_segment_42,CLX
CLX_segment_43,CLX
CLX_segment_44,CLX
CLX_segment_45,CLX
CLX_segment_46,CLX
CLX_segment_47,CLX
CLX_segment_48,CLX
CLX_segment_49,CLX
CLX_segment_50,CLX
CLX_segment_51,CLX
CLX_segment_52,CLX
CLX_segment_53,CLX
CLX_segment_54,CLX
CLX_segment_55,CLX
CLX_segment_56,CLX
CLX_segment_57,CLX
CLX_segment_58,CLX
CLX_segment_59,CLX
CLX_segment_60,CLX
CLX_segment_61,CLX
CLX_segment_62,CLX
CLX_segment_63,CLX
CME_segment_1,CME
CME_segment_2,CME
CME_segment_3,CME
CME_segment_4,CME
CME_segment_5,CME
CME_segment_6,CME
CME_segment_7,CME
CME_segment_8,CME
CME_segment_9,CME
CME_segment_10,CME
CME_segment_11,CME
CME_segment_12,CME
CME_segment_13,CME
CME_segment_14,CME
CME_segment_15,CME
CME_segment_16,CME
CME_segment_17,CME
CME_segment_18,CME
CME_segment_19,CME
CME_segment_20,CME
CME_segment_21,CME
CME_segment_22,CME
CME_segment_23,CME
CME_segment_24,CME
CME_segment_25,CME
CME_segment_26,CME
CME_segment_27,CME
CME_segment_28,CME
CME_segment_29,CME
CME_segment_30,CME
CME_segment_31,CME
CME_segment_32,CME
CME_segment_33,CME
CME_segment_34,CME
CME_segment_35,CME
CME_segment_36,CME
CME_segment_37,CME
CME_segment_38,CME
CME_segment_39,CME
CME_segment_40,CME
CME_segment_41,CME
CME_segment_42,CME
CME_segment_43,CME
CME_segment_44,CME
CME_segment_45,CME
CME_segment_46,CME
CME_segment_47,CME
CME_segment_48,CME
CME_segment_49,CME
CME_segment_50,CME
CME_segment_51,CME
CME_segment_52,CME
CME_segment_53,CME
CME_segment_54,CME
CMS_segment_1,CMS
CMS_segment_2,CMS
CMS_segment_3,CMS
CMS_segment_4,CMS
CMS_segment_5,CMS
CMS_segment_6,CMS
CMS_segment_7,CMS
CMS_segment_8,CMS
CMS_segment_9,CMS
CMS_segment_10,CMS
CMS_segment_11,CMS
CMS_segment_12,CMS
CMS_segment_13,CMS
CMS_segment_14,CMS
CMS_segment_15,CMS
CMS_segment_16,CMS
CMS_segment_17,CMS
CMS_segment_18,CMS
CMS_segment_19,CMS
CMS_segment_20,CMS
CMS_segment_21,CMS
CMS_segment_22,CMS
CMS_segment_23,CMS
CMS_segment_24,CMS
CMS_segment_25,CMS
CMS_segment_26,CMS
CMS_segment_27,CMS
CMS_segment_28,CMS
CMS_segment_29,CMS
CMS_segment_30,CMS
CMS_segment_31,CMS
CMS_segment_32,CMS
CMS_segment_33,CMS
CMS_segment_34,CMS
CMS_segment_35,CMS
CMS_segment_36,CMS
CMS_segment_37,CMS
CMS_segment_38,CMS
CMS_segment_39,CMS
CMS_segment_40,CMS
CMS_segment_41,CMS
CMS_segment_42,CMS
CMS_segment_43,CMS
CMS_segment_44,CMS
CMS_segment_45,CMS
CMS_segment_46,CMS
CMS_segment_47,CMS
CMS_segment_48,CMS
CMS_segment_49,CMS
CMS_segment_50,CMS
CMS_segment_51,CMS
CMS_segment_52,CMS
CMS_segment_53,CMS
CMS_segment_54,CMS
CMS_segment_55,CMS
CMS_segment_56,CMS
CMS_segment_57,CMS
CMS_segment_58,CMS
CMS_segment_59,CMS
CMS_segment_60,CMS
CMS_segment_61,CMS
CMS_segment_62,CMS
CMS_segment_63,CMS
KO_segment_1,KO
KO_segment_2,KO
KO_segment_3,KO
KO_segment_4,KO
KO_segment_5,KO
KO_segment_6,KO
KO_segment_7,KO
KO_segment_8,KO
KO_segment_9,KO
KO_segment_10,KO
KO_segment_11,KO
KO_segment_12,KO
KO_segment_13,KO
KO_segment_14,KO
KO_segment_15,KO
KO_segment_16,KO
KO_segment_17,KO
KO_segment_18,KO
KO_segment_19,KO
KO_segment_20,KO
KO_segment_21,KO
KO_segment_22,KO
KO_segment_23,KO
KO_segment_24,KO
KO_segment_25,KO
KO_segment_26,KO
KO_segment_27,KO
KO_segment_28,KO
KO_segment_29,KO
KO_segment_30,KO
KO_segment_31,KO
KO_segment_32,KO
KO_segment_33,KO
KO_segment_34,KO
KO_segment_35,KO
KO_segment_36,KO
KO_segment_37,KO
KO_segment_38,KO
KO_segment_39,KO
KO_segment_40,KO
KO_segment_41,KO
KO_segment_42,KO
KO_segment_43,KO
KO_segment_44,KO
KO_segment_45,KO
KO_segment_46,KO
KO_segment_47,KO
KO_segment_48,KO
KO_segment_49,KO
KO_segment_50,KO
KO_segment_51,KO
KO_segment_52,KO
KO_segment_53,KO
KO_segment_54,KO
KO_segment_55,KO
KO_segment_56,KO
KO_segment_57,KO
KO_segment_58,KO
KO_segment_59,KO
KO_segment_60,KO
KO_segment_61,KO
KO_segment_62,KO
KO_segment_63,KO
CTSH_segment_1,CTSH
CTSH_segment_2,CTSH
CTSH_segment_3,CTSH
CTSH_segment_4,CTSH
CTSH_segment_5,CTSH
CTSH_segment_6,CTSH
CTSH_segment_7,CTSH
CTSH_segment_8,CTSH
CTSH_segment_9,CTSH
CTSH_segment_10,CTSH
CTSH_segment_11,CTSH
CTSH_segment_12,CTSH
CTSH_segment_13,CTSH
CTSH_segment_14,CTSH
CTSH_segment_15,CTSH
CTSH_segment_16,CTSH
CTSH_segment_17,CTSH
CTSH_segment_18,CTSH
CTSH_segment_19,CTSH
CTSH_segment_20,CTSH
CTSH_segment_21,CTSH
CTSH_segment_22,CTSH
CTSH_segment_23,CTSH
CTSH_segment_24,CTSH
CTSH_segment_25,CTSH
CTSH_segment_26,CTSH
CTSH_segment_27,CTSH
CTSH_segment_28,CTSH
CTSH_segment_29,CTSH
CTSH_segment_30,CTSH
CTSH_segment_31,CTSH
CTSH_segment_32,CTSH
CTSH_segment_33,CTSH
CTSH_segment_34,CTSH
CTSH_segment_35,CTSH
CTSH_segment_36,CTSH
CTSH_segment_37,CTSH
CTSH_segment_38,CTSH
CTSH_segment_39,CTSH
CTSH_segment_40,CTSH
CTSH_segment_41,CTSH
CTSH_segment_42,CTSH
CTSH_segment_43,CTSH
CTSH_segment_44,CTSH
CTSH_segment_45,CTSH
CTSH_segment_46,CTSH
CTSH_segment_47,CTSH
CTSH_segment_48,CTSH
CTSH_segment_49,CTSH
CTSH_segment_50,CTSH
CTSH_segment_51,CTSH
CTSH_segment_52,CTSH
CTSH_segment_53,CTSH
CTSH_segment_54,CTSH
CTSH_segment_55,CTSH
CTSH_segment_56,CTSH
CTSH_segment_57,CTSH
CTSH_segment_58,CTSH
CTSH_segment_59,CTSH
CTSH_segment_60,CTSH
CTSH_segment_61,CTSH
CTSH_segment_62,CTSH
CTSH_segment_63,CTSH
CL_segment_1,CL
CL_segment_2,CL
CL_segment_3,CL
CL_segment_4,CL
CL_segment_5,CL
CL_segment_6,CL
CL_segment_7,CL
CL_segment_8,CL
CL_segment_9,CL
CL_segment_10,CL
CL_segment_11,CL
CL_segment_12,CL
CL_segment_13,CL
CL_segment_14,CL
CL_segment_15,CL
CL_segment_16,CL
CL_segment_17,CL
CL_segment_18,CL
CL_segment_19,CL
CL_segment_20,CL
CL_segment_21,CL
CL_segment_22,CL
CL_segment_23,CL
CL_segment_24,CL
CL_segment_25,CL
CL_segment_26,CL
CL_segment_27,CL
CL_segment_28,CL
CL_segment_29,CL
CL_segment_30,CL
CL_segment_31,CL
CL_segment_32,CL
CL_segment_33,CL
CL_segment_34,CL
CL_segment_35,CL
CL_segment_36,CL
CL_segment_37,CL
CL_segment_38,CL
CL_segment_39,CL
CL_segment_40,CL
CL_segment_41,CL
CL_segment_42,CL
CL_segment_43,CL
CL_segment_44,CL
CL_segment_45,CL
CL_segment_46,CL
CL_segment_47,CL
CL_segment_48,CL
CL_segment_49,CL
CL_segment_50,CL
CL_segment_51,CL
CL_segment_52,CL
CL_segment_53,CL
CL_segment_54,CL
CL_segment_55,CL
CL_segment_56,CL
CL_segment_57,CL
CL_segment_58,CL
CL_segment_59,CL
CL_segment_60,CL
CL_segment_61,CL
CL_segment_62,CL
CL_segment_63,CL
CMCSA_segment_1,CMCSA
CMCSA_segment_2,CMCSA
CMCSA_segment_3,CMCSA
CMCSA_segment_4,CMCSA
CMCSA_segment_5,CMCSA
CMCSA_segment_6,CMCSA
CMCSA_segment_7,CMCSA
CMCSA_segment_8,CMCSA
CMCSA_segment_9,CMCSA
CMCSA_segment_10,CMCSA
CMCSA_segment_11,CMCSA
CMCSA_segment_12,CMCSA
CMCSA_segment_13,CMCSA
CMCSA_segment_14,CMCSA
CMCSA_segment_15,CMCSA
CMCSA_segment_16,CMCSA
CMCSA_segment_17,CMCSA
CMCSA_segment_18,CMCSA
CMCSA_segment_19,CMCSA
CMCSA_segment_20,CMCSA
CMCSA_segment_21,CMCSA
CMCSA_segment_22,CMCSA
CMCSA_segment_23,CMCSA
CMCSA_segment_24,CMCSA
CMCSA_segment_25,CMCSA
CMCSA_segment_26,CMCSA
CMCSA_segment_27,CMCSA
CMCSA_segment_28,CMCSA
CMCSA_segment_29,CMCSA
CMCSA_segment_30,CMCSA
CMCSA_segment_31,CMCSA
CMCSA_segment_32,CMCSA
CMCSA_segment_33,CMCSA
CMCSA_segment_34,CMCSA
CMCSA_segment_35,CMCSA
CMCSA_segment_36,CMCSA
CMCSA_segment_37,CMCSA
CMCSA_segment_38,CMCSA
CMCSA_segment_39,CMCSA
CMCSA_segment_40,CMCSA
CMCSA_segment_41,CMCSA
CMCSA_segment_42,CMCSA
CMCSA_segment_43,CMCSA
CMCSA_segment_44,CMCSA
CMCSA_segment_45,CMCSA
CMCSA_segment_46,CMCSA
CMCSA_segment_47,CMCSA
CMCSA_segment_48,CMCSA
CMCSA_segment_49,CMCSA
CMCSA_segment_50,CMCSA
CMCSA_segment_51,CMCSA
CMCSA_segment_52,CMCSA
CMCSA_segment_53,CMCSA
CMCSA_segment_54,CMCSA
CMCSA_segment_55,CMCSA
CMCSA_segment_56,CMCSA
CMCSA_segment_57,CMCSA
CMCSA_segment_58,CMCSA
CMCSA_segment_59,CMCSA
CMCSA_segment_60,CMCSA
CMCSA_segment_61,CMCSA
CMCSA_segment_62,CMCSA
CMCSA_segment_63,CMCSA
CAG_segment_1,CAG
CAG_segment_2,CAG
CAG_segment_3,CAG
CAG_segment_4,CAG
CAG_segment_5,CAG
CAG_segment_6,CAG
CAG_segment_7,CAG
CAG_segment_8,CAG
CAG_segment_9,CAG
CAG_segment_10,CAG
CAG_segment_11,CAG
CAG_segment_12,CAG
CAG_segment_13,CAG
CAG_segment_14,CAG
CAG_segment_15,CAG
CAG_segment_16,CAG
CAG_segment_17,CAG
CAG_segment_18,CAG
CAG_segment_19,CAG
CAG_segment_20,CAG
CAG_segment_21,CAG
CAG_segment_22,CAG
CAG_segment_23,CAG
CAG_segment_24,CAG
CAG_segment_25,CAG
CAG_segment_26,CAG
CAG_segment_27,CAG
CAG_segment_28,CAG
CAG_segment_29,CAG
CAG_segment_30,CAG
CAG_segment_31,CAG
CAG_segment_32,CAG
CAG_segment_33,CAG
CAG_segment_34,CAG
CAG_segment_35,CAG
CAG_segment_36,CAG
CAG_segment_37,CAG
CAG_segment_38,CAG
CAG_segment_39,CAG
CAG_segment_40,CAG
CAG_segment_41,CAG
CAG_segment_42,CAG
CAG_segment_43,CAG
CAG_segment_44,CAG
CAG_segment_45,CAG
CAG_segment_46,CAG
CAG_segment_47,CAG
CAG_segment_48,CAG
CAG_segment_49,CAG
CAG_segment_50,CAG
CAG_segment_51,CAG
CAG_segment_52,CAG
CAG_segment_53,CAG
CAG_segment_54,CAG
CAG_segment_55,CAG
CAG_segment_56,CAG
CAG_segment_57,CAG
CAG_segment_58,CAG
CAG_segment_59,CAG
CAG_segment_60,CAG
CAG_segment_61,CAG
CAG_segment_62,CAG
CAG_segment_63,CAG
COP_segment_1,COP
COP_segment_2,COP
COP_segment_3,COP
COP_segment_4,COP
COP_segment_5,COP
COP_segment_6,COP
COP_segment_7,COP
COP_segment_8,COP
COP_segment_9,COP
COP_segment_10,COP
COP_segment_11,COP
COP_segment_12,COP
COP_segment_13,COP
COP_segment_14,COP
COP_segment_15,COP
COP_segment_16,COP
COP_segment_17,COP
COP_segment_18,COP
COP_segment_19,COP
COP_segment_20,COP
COP_segment_21,COP
COP_segment_22,COP
COP_segment_23,COP
COP_segment_24,COP
COP_segment_25,COP
COP_segment_26,COP
COP_segment_27,COP
COP_segment_28,COP
COP_segment_29,COP
COP_segment_30,COP
COP_segment_31,COP
COP_segment_32,COP
COP_segment_33,COP
COP_segment_34,COP
COP_segment_35,COP
COP_segment_36,COP
COP_segment_37,COP
COP_segment_38,COP
COP_segment_39,COP
COP_segment_40,COP
COP_segment_41,COP
COP_segment_42,COP
COP_segment_43,COP
COP_segment_44,COP
COP_segment_45,COP
COP_segment_46,COP
COP_segment_47,COP
COP_segment_48,COP
COP_segment_49,COP
COP_segment_50,COP
COP_segment_51,COP
COP_segment_52,COP
COP_segment_53,COP
COP_segment_54,COP
COP_segment_55,COP
COP_segment_56,COP
COP_segment_57,COP
COP_segment_58,COP
COP_segment_59,COP
COP_segment_60,COP
COP_segment_61,COP
COP_segment_62,COP
COP_segment_63,COP
ED_segment_1,ED
ED_segment_2,ED
ED_segment_3,ED
ED_segment_4,ED
ED_segment_5,ED
ED_segment_6,ED
ED_segment_7,ED
ED_segment_8,ED
ED_segment_9,ED
ED_segment_10,ED
ED_segment_11,ED
ED_segment_12,ED
ED_segment_13,ED
ED_segment_14,ED
ED_segment_15,ED
ED_segment_16,ED
ED_segment_17,ED
ED_segment_18,ED
ED_segment_19,ED
ED_segment_20,ED
ED_segment_21,ED
ED_segment_22,ED
ED_segment_23,ED
ED_segment_24,ED
ED_segment_25,ED
ED_segment_26,ED
ED_segment_27,ED
ED_segment_28,ED
ED_segment_29,ED
ED_segment_30,ED
ED_segment_31,ED
ED_segment_32,ED
ED_segment_33,ED
ED_segment_34,ED
ED_segment_35,ED
ED_segment_36,ED
ED_segment_37,ED
ED_segment_38,ED
ED_segment_39,ED
ED_segment_40,ED
ED_segment_41,ED
ED_segment_42,ED
ED_segment_43,ED
ED_segment_44,ED
ED_segment_45,ED
ED_segment_46,ED
ED_segment_47,ED
ED_segment_48,ED
ED_segment_49,ED
ED_segment_50,ED
ED_segment_51,ED
ED_segment_52,ED
ED_segment_53,ED
ED_segment_54,ED
ED_segment_55,ED
ED_segment_56,ED
ED_segment_57,ED
ED_segment_58,ED
ED_segment_59,ED
ED_segment_60,ED
ED_segment_61,ED
ED_segment_62,ED
ED_segment_63,ED
STZ_segment_1,STZ
STZ_segment_2,STZ
STZ_segment_3,STZ
STZ_segment_4,STZ
STZ_segment_5,STZ
STZ_segment_6,STZ
STZ_segment_7,STZ
STZ_segment_8,STZ
STZ_segment_9,STZ
STZ_segment_10,STZ
STZ_segment_11,STZ
STZ_segment_12,STZ
STZ_segment_13,STZ
STZ_segment_14,STZ
STZ_segment_15,STZ
STZ_segment_16,STZ
STZ_segment_17,STZ
STZ_segment_18,STZ
STZ_segment_19,STZ
STZ_segment_20,STZ
STZ_segment_21,STZ
STZ_segment_22,STZ
STZ_segment_23,STZ
STZ_segment_24,STZ
STZ_segment_25,STZ
STZ_segment_26,STZ
STZ_segment_27,STZ
STZ_segment_28,STZ
STZ_segment_29,STZ
STZ_segment_30,STZ
STZ_segment_31,STZ
STZ_segment_32,STZ
STZ_segment_33,STZ
STZ_segment_34,STZ
STZ_segment_35,STZ
STZ_segment_36,STZ
STZ_segment_37,STZ
STZ_segment_38,STZ
STZ_segment_39,STZ
STZ_segment_40,STZ
STZ_segment_41,STZ
STZ_segment_42,STZ
STZ_segment_43,STZ
STZ_segment_44,STZ
STZ_segment_45,STZ
STZ_segment_46,STZ
STZ_segment_47,STZ
STZ_segment_48,STZ
STZ_segment_49,STZ
STZ_segment_50,STZ
STZ_segment_51,STZ
STZ_segment_52,STZ
STZ_segment_53,STZ
STZ_segment_54,STZ
STZ_segment_55,STZ
STZ_segment_56,STZ
STZ_segment_57,STZ
STZ_segment_58,STZ
STZ_segment_59,STZ
STZ_segment_60,STZ
STZ_segment_61,STZ
STZ_segment_62,STZ
