epoch,val_loss
0,0.837361
epoch,val_loss
0,0.129150
1,0.115672
2,0.106761
3,0.116131
4,0.116543
5,0.120779
6,0.128416
7,0.133843
8,0.123776
9,0.129496
10,0.126780
11,0.140235
12,0.128024
