epoch,val_loss
0,63.370552
epoch,val_loss
0,50.223751
1,50.186646
2,50.138210
3,50.087261
4,50.064709
5,50.055210
6,50.038303
7,50.030975
8,50.023193
9,50.007519
10,50.003971
11,50.026031
12,50.015373
13,49.990959
